smiles	valid_rdkit	canonical_smiles	inchi_key	inchi_key_connectivity	chembl_full_inchikey_match	chembl_connectivity_match	chembl_ids	rdkit_valid	rdkit_canonical_smiles	rdkit_inchi_key	rdkit_inchi_key_connectivity	rdkit_full_match	rdkit_connectivity_match	rdkit_chembl_ids	rdkit_error	chembl_standardized_valid	chembl_standardized_canonical_smiles	chembl_standardized_inchi_key	chembl_standardized_inchi_key_connectivity	chembl_standardized_full_match	chembl_standardized_connectivity_match	chembl_standardized_chembl_ids	chembl_standardized_error	chembl_parent_valid	chembl_parent_canonical_smiles	chembl_parent_inchi_key	chembl_parent_inchi_key_connectivity	chembl_parent_full_match	chembl_parent_connectivity_match	chembl_parent_chembl_ids	chembl_parent_error
Br[C@@H]1CC[C@H](Br)[C@H](Br)CC[C@@H](Br)[C@@H](Br)CC[C@H]1Br	True	Br[C@@H]1CC[C@H](Br)[C@H](Br)CC[C@@H](Br)[C@@H](Br)CC[C@H]1Br	DEIGXXQKDWULML-PQTSNVLCSA-N	DEIGXXQKDWULML	False	True		True	Br[C@@H]1CC[C@H](Br)[C@H](Br)CC[C@@H](Br)[C@@H](Br)CC[C@H]1Br	DEIGXXQKDWULML-PQTSNVLCSA-N	DEIGXXQKDWULML	False	True			True	Br[C@@H]1CC[C@H](Br)[C@H](Br)CC[C@@H](Br)[C@@H](Br)CC[C@H]1Br	DEIGXXQKDWULML-PQTSNVLCSA-N	DEIGXXQKDWULML	False	True			True	Br[C@@H]1CC[C@H](Br)[C@H](Br)CC[C@@H](Br)[C@@H](Br)CC[C@H]1Br	DEIGXXQKDWULML-PQTSNVLCSA-N	DEIGXXQKDWULML	False	True		
Brc1[nH]nc2ccccc12	True	Brc1[nH]nc2ccccc12	HTKXRTUKPXEALT-UHFFFAOYSA-N	HTKXRTUKPXEALT	True	True	CHEMBL1482381	True	Brc1[nH]nc2ccccc12	HTKXRTUKPXEALT-UHFFFAOYSA-N	HTKXRTUKPXEALT	True	True	CHEMBL1482381		True	Brc1[nH]nc2ccccc12	HTKXRTUKPXEALT-UHFFFAOYSA-N	HTKXRTUKPXEALT	True	True	CHEMBL1482381		True	Brc1[nH]nc2ccccc12	HTKXRTUKPXEALT-UHFFFAOYSA-N	HTKXRTUKPXEALT	True	True	CHEMBL1482381	
Brc1c(Br)c(Br)c(Br)c(Br)c1Br	True	Brc1c(Br)c(Br)c(Br)c(Br)c1Br	CAYGQBVSOZLICD-UHFFFAOYSA-N	CAYGQBVSOZLICD	True	True	CHEMBL375600	True	Brc1c(Br)c(Br)c(Br)c(Br)c1Br	CAYGQBVSOZLICD-UHFFFAOYSA-N	CAYGQBVSOZLICD	True	True	CHEMBL375600		True	Brc1c(Br)c(Br)c(Br)c(Br)c1Br	CAYGQBVSOZLICD-UHFFFAOYSA-N	CAYGQBVSOZLICD	True	True	CHEMBL375600		True	Brc1c(Br)c(Br)c(Br)c(Br)c1Br	CAYGQBVSOZLICD-UHFFFAOYSA-N	CAYGQBVSOZLICD	True	True	CHEMBL375600	
Brc1c(NC2=NCCN2)ccc2nccnc12	True	Brc1c(NC2=NCCN2)ccc2nccnc12	XYLJNLCSTIOKRM-UHFFFAOYSA-N	XYLJNLCSTIOKRM	True	True	CHEMBL844	True	Brc1c(NC2=NCCN2)ccc2nccnc12	XYLJNLCSTIOKRM-UHFFFAOYSA-N	XYLJNLCSTIOKRM	True	True	CHEMBL844		True	Brc1c(NC2=NCCN2)ccc2nccnc12	XYLJNLCSTIOKRM-UHFFFAOYSA-N	XYLJNLCSTIOKRM	True	True	CHEMBL844		True	Brc1c(NC2=NCCN2)ccc2nccnc12	XYLJNLCSTIOKRM-UHFFFAOYSA-N	XYLJNLCSTIOKRM	True	True	CHEMBL844	
Brc1c(NC2=[NH+]CCN2)ccc2nccnc12	True	Brc1c(NC2=[NH+]CCN2)ccc2nccnc12	XYLJNLCSTIOKRM-UHFFFAOYSA-O	XYLJNLCSTIOKRM	False	True		True	Brc1c(NC2=[NH+]CCN2)ccc2nccnc12	XYLJNLCSTIOKRM-UHFFFAOYSA-O	XYLJNLCSTIOKRM	False	True			True	Brc1c(NC2=NCCN2)ccc2nccnc12	XYLJNLCSTIOKRM-UHFFFAOYSA-N	XYLJNLCSTIOKRM	True	True	CHEMBL844		True	Brc1c(NC2=NCCN2)ccc2nccnc12	XYLJNLCSTIOKRM-UHFFFAOYSA-N	XYLJNLCSTIOKRM	True	True	CHEMBL844	
Brc1c2ccccc2c(Br)c2ccccc12	True	Brc1c2ccccc2c(Br)c2ccccc12	BRUOAURMAFDGLP-UHFFFAOYSA-N	BRUOAURMAFDGLP	True	True	CHEMBL3183379	True	Brc1c2ccccc2c(Br)c2ccccc12	BRUOAURMAFDGLP-UHFFFAOYSA-N	BRUOAURMAFDGLP	True	True	CHEMBL3183379		True	Brc1c2ccccc2c(Br)c2ccccc12	BRUOAURMAFDGLP-UHFFFAOYSA-N	BRUOAURMAFDGLP	True	True	CHEMBL3183379		True	Brc1c2ccccc2c(Br)c2ccccc12	BRUOAURMAFDGLP-UHFFFAOYSA-N	BRUOAURMAFDGLP	True	True	CHEMBL3183379	
Brc1c2ccccc2cc2c1ccc1ccccc12	True	Brc1c2ccccc2cc2c1ccc1ccccc12	LGRNWCDRODWMOH-UHFFFAOYSA-N	LGRNWCDRODWMOH	False	False		True	Brc1c2ccccc2cc2c1ccc1ccccc12	LGRNWCDRODWMOH-UHFFFAOYSA-N	LGRNWCDRODWMOH	False	False			True	Brc1c2ccccc2cc2c1ccc1ccccc12	LGRNWCDRODWMOH-UHFFFAOYSA-N	LGRNWCDRODWMOH	False	False			True	Brc1c2ccccc2cc2c1ccc1ccccc12	LGRNWCDRODWMOH-UHFFFAOYSA-N	LGRNWCDRODWMOH	False	False		
Brc1c2ccccc2cc2ccccc12	True	Brc1c2ccccc2cc2ccccc12	ZIRVQSRSPDUEOJ-UHFFFAOYSA-N	ZIRVQSRSPDUEOJ	True	True	CHEMBL3183594	True	Brc1c2ccccc2cc2ccccc12	ZIRVQSRSPDUEOJ-UHFFFAOYSA-N	ZIRVQSRSPDUEOJ	True	True	CHEMBL3183594		True	Brc1c2ccccc2cc2ccccc12	ZIRVQSRSPDUEOJ-UHFFFAOYSA-N	ZIRVQSRSPDUEOJ	True	True	CHEMBL3183594		True	Brc1c2ccccc2cc2ccccc12	ZIRVQSRSPDUEOJ-UHFFFAOYSA-N	ZIRVQSRSPDUEOJ	True	True	CHEMBL3183594	
Brc1cc(-c2ccc(Br)c(Br)c2Br)cc(Br)c1Br	True	Brc1cc(-c2ccc(Br)c(Br)c2Br)cc(Br)c1Br	PCEAPJVBSINMNW-UHFFFAOYSA-N	PCEAPJVBSINMNW	True	True	CHEMBL3182045	True	Brc1cc(-c2ccc(Br)c(Br)c2Br)cc(Br)c1Br	PCEAPJVBSINMNW-UHFFFAOYSA-N	PCEAPJVBSINMNW	True	True	CHEMBL3182045		True	Brc1cc(-c2ccc(Br)c(Br)c2Br)cc(Br)c1Br	PCEAPJVBSINMNW-UHFFFAOYSA-N	PCEAPJVBSINMNW	True	True	CHEMBL3182045		True	Brc1cc(-c2ccc(Br)c(Br)c2Br)cc(Br)c1Br	PCEAPJVBSINMNW-UHFFFAOYSA-N	PCEAPJVBSINMNW	True	True	CHEMBL3182045	
Brc1cc(Br)c(-c2c(Br)cc(Br)cc2Br)c(Br)c1	True	Brc1cc(Br)c(-c2c(Br)cc(Br)cc2Br)c(Br)c1	LNFYSRMCCKKDEH-UHFFFAOYSA-N	LNFYSRMCCKKDEH	False	False		True	Brc1cc(Br)c(-c2c(Br)cc(Br)cc2Br)c(Br)c1	LNFYSRMCCKKDEH-UHFFFAOYSA-N	LNFYSRMCCKKDEH	False	False			True	Brc1cc(Br)c(-c2c(Br)cc(Br)cc2Br)c(Br)c1	LNFYSRMCCKKDEH-UHFFFAOYSA-N	LNFYSRMCCKKDEH	False	False			True	Brc1cc(Br)c(-c2c(Br)cc(Br)cc2Br)c(Br)c1	LNFYSRMCCKKDEH-UHFFFAOYSA-N	LNFYSRMCCKKDEH	False	False		
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1	True	Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1	YATIGPZCMOYEGE-UHFFFAOYSA-N	YATIGPZCMOYEGE	False	False		True	Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1	YATIGPZCMOYEGE-UHFFFAOYSA-N	YATIGPZCMOYEGE	False	False			True	Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1	YATIGPZCMOYEGE-UHFFFAOYSA-N	YATIGPZCMOYEGE	False	False			True	Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1	YATIGPZCMOYEGE-UHFFFAOYSA-N	YATIGPZCMOYEGE	False	False		
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br	True	Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br	RZXIRSKYBISPGF-UHFFFAOYSA-N	RZXIRSKYBISPGF	True	True	CHEMBL1568307	True	Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br	RZXIRSKYBISPGF-UHFFFAOYSA-N	RZXIRSKYBISPGF	True	True	CHEMBL1568307		True	Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br	RZXIRSKYBISPGF-UHFFFAOYSA-N	RZXIRSKYBISPGF	True	True	CHEMBL1568307		True	Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br	RZXIRSKYBISPGF-UHFFFAOYSA-N	RZXIRSKYBISPGF	True	True	CHEMBL1568307	
Brc1cc(Oc2cc(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c1Br	True	Brc1cc(Oc2cc(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c1Br	ORYGKUIDIMIRNN-UHFFFAOYSA-N	ORYGKUIDIMIRNN	True	True	CHEMBL1528378	True	Brc1cc(Oc2cc(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c1Br	ORYGKUIDIMIRNN-UHFFFAOYSA-N	ORYGKUIDIMIRNN	True	True	CHEMBL1528378		True	Brc1cc(Oc2cc(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c1Br	ORYGKUIDIMIRNN-UHFFFAOYSA-N	ORYGKUIDIMIRNN	True	True	CHEMBL1528378		True	Brc1cc(Oc2cc(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c1Br	ORYGKUIDIMIRNN-UHFFFAOYSA-N	ORYGKUIDIMIRNN	True	True	CHEMBL1528378	
Brc1cc2c(cc1/C=N/Nc1nc(N3CCCC3)nc(N3CCOCC3)n1)OCO2	True	Brc1cc2c(cc1/C=N/Nc1nc(N3CCCC3)nc(N3CCOCC3)n1)OCO2	LIVMIBGSAFORMD-SRZZPIQSSA-N	LIVMIBGSAFORMD	True	True	CHEMBL1969457	True	Brc1cc2c(cc1/C=N/Nc1nc(N3CCCC3)nc(N3CCOCC3)n1)OCO2	LIVMIBGSAFORMD-SRZZPIQSSA-N	LIVMIBGSAFORMD	True	True	CHEMBL1969457		True	Brc1cc2c(cc1/C=N/Nc1nc(N3CCCC3)nc(N3CCOCC3)n1)OCO2	LIVMIBGSAFORMD-SRZZPIQSSA-N	LIVMIBGSAFORMD	True	True	CHEMBL1969457		True	Brc1cc2c(cc1/C=N/Nc1nc(N3CCCC3)nc(N3CCOCC3)n1)OCO2	LIVMIBGSAFORMD-SRZZPIQSSA-N	LIVMIBGSAFORMD	True	True	CHEMBL1969457	
Brc1cc2ccccc2c2ccccc12	True	Brc1cc2ccccc2c2ccccc12	RSQXKVWKJVUZDG-UHFFFAOYSA-N	RSQXKVWKJVUZDG	True	True	CHEMBL3188808	True	Brc1cc2ccccc2c2ccccc12	RSQXKVWKJVUZDG-UHFFFAOYSA-N	RSQXKVWKJVUZDG	True	True	CHEMBL3188808		True	Brc1cc2ccccc2c2ccccc12	RSQXKVWKJVUZDG-UHFFFAOYSA-N	RSQXKVWKJVUZDG	True	True	CHEMBL3188808		True	Brc1cc2ccccc2c2ccccc12	RSQXKVWKJVUZDG-UHFFFAOYSA-N	RSQXKVWKJVUZDG	True	True	CHEMBL3188808	
Brc1ccc(-c2ccccc2)cc1	True	Brc1ccc(-c2ccccc2)cc1	PKJBWOWQJHHAHG-UHFFFAOYSA-N	PKJBWOWQJHHAHG	True	True	CHEMBL1399688	True	Brc1ccc(-c2ccccc2)cc1	PKJBWOWQJHHAHG-UHFFFAOYSA-N	PKJBWOWQJHHAHG	True	True	CHEMBL1399688		True	Brc1ccc(-c2ccccc2)cc1	PKJBWOWQJHHAHG-UHFFFAOYSA-N	PKJBWOWQJHHAHG	True	True	CHEMBL1399688		True	Brc1ccc(-c2ccccc2)cc1	PKJBWOWQJHHAHG-UHFFFAOYSA-N	PKJBWOWQJHHAHG	True	True	CHEMBL1399688	
Brc1ccc(-c2csc(N3CCC(c4ccccc4)C3)n2)cc1	True	Brc1ccc(-c2csc(N3CCC(c4ccccc4)C3)n2)cc1	VVPPEWSHABGJGH-UHFFFAOYSA-N	VVPPEWSHABGJGH	True	True	CHEMBL1309272	True	Brc1ccc(-c2csc(N3CCC(c4ccccc4)C3)n2)cc1	VVPPEWSHABGJGH-UHFFFAOYSA-N	VVPPEWSHABGJGH	True	True	CHEMBL1309272		True	Brc1ccc(-c2csc(N3CCC(c4ccccc4)C3)n2)cc1	VVPPEWSHABGJGH-UHFFFAOYSA-N	VVPPEWSHABGJGH	True	True	CHEMBL1309272		True	Brc1ccc(-c2csc(N3CCC(c4ccccc4)C3)n2)cc1	VVPPEWSHABGJGH-UHFFFAOYSA-N	VVPPEWSHABGJGH	True	True	CHEMBL1309272	
Brc1ccc(-c2csc(N3CCC(c4nn[nH]n4)CC3)n2)cc1	True	Brc1ccc(-c2csc(N3CCC(c4nn[nH]n4)CC3)n2)cc1	WEDXCRBPCLDIAQ-UHFFFAOYSA-N	WEDXCRBPCLDIAQ	True	True	CHEMBL1715707	True	Brc1ccc(-c2csc(N3CCC(c4nn[nH]n4)CC3)n2)cc1	WEDXCRBPCLDIAQ-UHFFFAOYSA-N	WEDXCRBPCLDIAQ	True	True	CHEMBL1715707		True	Brc1ccc(-c2csc(N3CCC(c4nn[nH]n4)CC3)n2)cc1	WEDXCRBPCLDIAQ-UHFFFAOYSA-N	WEDXCRBPCLDIAQ	True	True	CHEMBL1715707		True	Brc1ccc(-c2csc(N3CCC(c4nn[nH]n4)CC3)n2)cc1	WEDXCRBPCLDIAQ-UHFFFAOYSA-N	WEDXCRBPCLDIAQ	True	True	CHEMBL1715707	
Brc1ccc(-c2csc(N3CCCCC3)n2)cc1	True	Brc1ccc(-c2csc(N3CCCCC3)n2)cc1	FPJVABPZQNPRLW-UHFFFAOYSA-N	FPJVABPZQNPRLW	True	True	CHEMBL1314392	True	Brc1ccc(-c2csc(N3CCCCC3)n2)cc1	FPJVABPZQNPRLW-UHFFFAOYSA-N	FPJVABPZQNPRLW	True	True	CHEMBL1314392		True	Brc1ccc(-c2csc(N3CCCCC3)n2)cc1	FPJVABPZQNPRLW-UHFFFAOYSA-N	FPJVABPZQNPRLW	True	True	CHEMBL1314392		True	Brc1ccc(-c2csc(N3CCCCC3)n2)cc1	FPJVABPZQNPRLW-UHFFFAOYSA-N	FPJVABPZQNPRLW	True	True	CHEMBL1314392	
Brc1ccc(-c2csc(N3CCNCC3)n2)cc1	True	Brc1ccc(-c2csc(N3CCNCC3)n2)cc1	ADCDIRVZZGACQB-UHFFFAOYSA-N	ADCDIRVZZGACQB	True	True	CHEMBL1717794	True	Brc1ccc(-c2csc(N3CCNCC3)n2)cc1	ADCDIRVZZGACQB-UHFFFAOYSA-N	ADCDIRVZZGACQB	True	True	CHEMBL1717794		True	Brc1ccc(-c2csc(N3CCNCC3)n2)cc1	ADCDIRVZZGACQB-UHFFFAOYSA-N	ADCDIRVZZGACQB	True	True	CHEMBL1717794		True	Brc1ccc(-c2csc(N3CCNCC3)n2)cc1	ADCDIRVZZGACQB-UHFFFAOYSA-N	ADCDIRVZZGACQB	True	True	CHEMBL1717794	
Brc1ccc(-c2csc(N3CCOCC3)n2)cc1	True	Brc1ccc(-c2csc(N3CCOCC3)n2)cc1	ZMYGKCYCJZPXRE-UHFFFAOYSA-N	ZMYGKCYCJZPXRE	True	True	CHEMBL1476987	True	Brc1ccc(-c2csc(N3CCOCC3)n2)cc1	ZMYGKCYCJZPXRE-UHFFFAOYSA-N	ZMYGKCYCJZPXRE	True	True	CHEMBL1476987		True	Brc1ccc(-c2csc(N3CCOCC3)n2)cc1	ZMYGKCYCJZPXRE-UHFFFAOYSA-N	ZMYGKCYCJZPXRE	True	True	CHEMBL1476987		True	Brc1ccc(-c2csc(N3CCOCC3)n2)cc1	ZMYGKCYCJZPXRE-UHFFFAOYSA-N	ZMYGKCYCJZPXRE	True	True	CHEMBL1476987	
Brc1ccc(-c2csc(N3CCc4ccccc4C3)n2)cc1	True	Brc1ccc(-c2csc(N3CCc4ccccc4C3)n2)cc1	PELALPFFXQJWQP-UHFFFAOYSA-N	PELALPFFXQJWQP	True	True	CHEMBL1415482	True	Brc1ccc(-c2csc(N3CCc4ccccc4C3)n2)cc1	PELALPFFXQJWQP-UHFFFAOYSA-N	PELALPFFXQJWQP	True	True	CHEMBL1415482		True	Brc1ccc(-c2csc(N3CCc4ccccc4C3)n2)cc1	PELALPFFXQJWQP-UHFFFAOYSA-N	PELALPFFXQJWQP	True	True	CHEMBL1415482		True	Brc1ccc(-c2csc(N3CCc4ccccc4C3)n2)cc1	PELALPFFXQJWQP-UHFFFAOYSA-N	PELALPFFXQJWQP	True	True	CHEMBL1415482	
Brc1ccc(-c2nnc(-c3cccc(Br)c3)o2)cc1	True	Brc1ccc(-c2nnc(-c3cccc(Br)c3)o2)cc1	CVUFNIFPYIHHDP-UHFFFAOYSA-N	CVUFNIFPYIHHDP	True	True	CHEMBL1310130	True	Brc1ccc(-c2nnc(-c3cccc(Br)c3)o2)cc1	CVUFNIFPYIHHDP-UHFFFAOYSA-N	CVUFNIFPYIHHDP	True	True	CHEMBL1310130		True	Brc1ccc(-c2nnc(-c3cccc(Br)c3)o2)cc1	CVUFNIFPYIHHDP-UHFFFAOYSA-N	CVUFNIFPYIHHDP	True	True	CHEMBL1310130		True	Brc1ccc(-c2nnc(-c3cccc(Br)c3)o2)cc1	CVUFNIFPYIHHDP-UHFFFAOYSA-N	CVUFNIFPYIHHDP	True	True	CHEMBL1310130	
Brc1ccc(-c2nnc(-c3ccccc3)c(N3CCSCC3)n2)cc1	True	Brc1ccc(-c2nnc(-c3ccccc3)c(N3CCSCC3)n2)cc1	MRYDXMIUFMHLSD-UHFFFAOYSA-N	MRYDXMIUFMHLSD	True	True	CHEMBL1335655	True	Brc1ccc(-c2nnc(-c3ccccc3)c(N3CCSCC3)n2)cc1	MRYDXMIUFMHLSD-UHFFFAOYSA-N	MRYDXMIUFMHLSD	True	True	CHEMBL1335655		True	Brc1ccc(-c2nnc(-c3ccccc3)c(N3CCSCC3)n2)cc1	MRYDXMIUFMHLSD-UHFFFAOYSA-N	MRYDXMIUFMHLSD	True	True	CHEMBL1335655		True	Brc1ccc(-c2nnc(-c3ccccc3)c(N3CCSCC3)n2)cc1	MRYDXMIUFMHLSD-UHFFFAOYSA-N	MRYDXMIUFMHLSD	True	True	CHEMBL1335655	
Brc1ccc(/C=C/C=N/Nc2nc3ccccc3s2)cc1	True	Brc1ccc(/C=C/C=N/Nc2nc3ccccc3s2)cc1	VZVXFHISDRFKJW-DKABEWEPSA-N	VZVXFHISDRFKJW	True	True	CHEMBL3193547	True	Brc1ccc(/C=C/C=N/Nc2nc3ccccc3s2)cc1	VZVXFHISDRFKJW-DKABEWEPSA-N	VZVXFHISDRFKJW	True	True	CHEMBL3193547		True	Brc1ccc(/C=C/C=N/Nc2nc3ccccc3s2)cc1	VZVXFHISDRFKJW-DKABEWEPSA-N	VZVXFHISDRFKJW	True	True	CHEMBL3193547		True	Brc1ccc(/C=C/C=N/Nc2nc3ccccc3s2)cc1	VZVXFHISDRFKJW-DKABEWEPSA-N	VZVXFHISDRFKJW	True	True	CHEMBL3193547	
Brc1ccc(Br)c(Br)c1	True	Brc1ccc(Br)c(Br)c1	FWAJPSIPOULHHH-UHFFFAOYSA-N	FWAJPSIPOULHHH	True	True	CHEMBL3182885	True	Brc1ccc(Br)c(Br)c1	FWAJPSIPOULHHH-UHFFFAOYSA-N	FWAJPSIPOULHHH	True	True	CHEMBL3182885		True	Brc1ccc(Br)c(Br)c1	FWAJPSIPOULHHH-UHFFFAOYSA-N	FWAJPSIPOULHHH	True	True	CHEMBL3182885		True	Brc1ccc(Br)c(Br)c1	FWAJPSIPOULHHH-UHFFFAOYSA-N	FWAJPSIPOULHHH	True	True	CHEMBL3182885	
Brc1ccc(Br)cc1	True	Brc1ccc(Br)cc1	SWJPEBQEEAHIGZ-UHFFFAOYSA-N	SWJPEBQEEAHIGZ	True	True	CHEMBL195407	True	Brc1ccc(Br)cc1	SWJPEBQEEAHIGZ-UHFFFAOYSA-N	SWJPEBQEEAHIGZ	True	True	CHEMBL195407		True	Brc1ccc(Br)cc1	SWJPEBQEEAHIGZ-UHFFFAOYSA-N	SWJPEBQEEAHIGZ	True	True	CHEMBL195407		True	Brc1ccc(Br)cc1	SWJPEBQEEAHIGZ-UHFFFAOYSA-N	SWJPEBQEEAHIGZ	True	True	CHEMBL195407	
Brc1ccc(C2=Nn3c(nnc3-c3cccnc3)SC2)s1	True	Brc1ccc(C2=Nn3c(nnc3-c3cccnc3)SC2)s1	BWZYOZQETLHLMP-UHFFFAOYSA-N	BWZYOZQETLHLMP	True	True	CHEMBL1621132	True	Brc1ccc(C2=Nn3c(nnc3-c3cccnc3)SC2)s1	BWZYOZQETLHLMP-UHFFFAOYSA-N	BWZYOZQETLHLMP	True	True	CHEMBL1621132		True	Brc1ccc(C2=Nn3c(nnc3-c3cccnc3)SC2)s1	BWZYOZQETLHLMP-UHFFFAOYSA-N	BWZYOZQETLHLMP	True	True	CHEMBL1621132		True	Brc1ccc(C2=Nn3c(nnc3-c3cccnc3)SC2)s1	BWZYOZQETLHLMP-UHFFFAOYSA-N	BWZYOZQETLHLMP	True	True	CHEMBL1621132	
Brc1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1	True	Brc1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1	FJWOOAVKTROJIP-UHFFFAOYSA-N	FJWOOAVKTROJIP	False	False		True	Brc1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1	FJWOOAVKTROJIP-UHFFFAOYSA-N	FJWOOAVKTROJIP	False	False			True	Brc1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1	FJWOOAVKTROJIP-UHFFFAOYSA-N	FJWOOAVKTROJIP	False	False			True	Brc1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1	FJWOOAVKTROJIP-UHFFFAOYSA-N	FJWOOAVKTROJIP	False	False		
Brc1ccc(CSc2nccn2-c2ccccc2)cc1	True	Brc1ccc(CSc2nccn2-c2ccccc2)cc1	FWQUGMKGRHUQAN-UHFFFAOYSA-N	FWQUGMKGRHUQAN	True	True	CHEMBL1520238	True	Brc1ccc(CSc2nccn2-c2ccccc2)cc1	FWQUGMKGRHUQAN-UHFFFAOYSA-N	FWQUGMKGRHUQAN	True	True	CHEMBL1520238		True	Brc1ccc(CSc2nccn2-c2ccccc2)cc1	FWQUGMKGRHUQAN-UHFFFAOYSA-N	FWQUGMKGRHUQAN	True	True	CHEMBL1520238		True	Brc1ccc(CSc2nccn2-c2ccccc2)cc1	FWQUGMKGRHUQAN-UHFFFAOYSA-N	FWQUGMKGRHUQAN	True	True	CHEMBL1520238	
Brc1ccc(N=C/C=C/C=C/Nc2ccc(Br)cc2)cc1	True	Brc1ccc(N=C/C=C/C=C/Nc2ccc(Br)cc2)cc1	LCGIWYLFITWHBL-ZNCWWPBVSA-N	LCGIWYLFITWHBL	False	True		True	Brc1ccc(N=C/C=C/C=C/Nc2ccc(Br)cc2)cc1	LCGIWYLFITWHBL-ZNCWWPBVSA-N	LCGIWYLFITWHBL	False	True			True	Brc1ccc(/N=C/C=C/C=C/Nc2ccc(Br)cc2)cc1	LCGIWYLFITWHBL-YTLURPJLSA-N	LCGIWYLFITWHBL	True	True	CHEMBL3301779		True	Brc1ccc(/N=C/C=C/C=C/Nc2ccc(Br)cc2)cc1	LCGIWYLFITWHBL-YTLURPJLSA-N	LCGIWYLFITWHBL	True	True	CHEMBL3301779	
Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1	True	Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1	WHPVYXDFIXRKLN-UHFFFAOYSA-N	WHPVYXDFIXRKLN	True	True	CHEMBL374400	True	Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1	WHPVYXDFIXRKLN-UHFFFAOYSA-N	WHPVYXDFIXRKLN	True	True	CHEMBL374400		True	Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1	WHPVYXDFIXRKLN-UHFFFAOYSA-N	WHPVYXDFIXRKLN	True	True	CHEMBL374400		True	Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1	WHPVYXDFIXRKLN-UHFFFAOYSA-N	WHPVYXDFIXRKLN	True	True	CHEMBL374400	
Brc1ccc(Oc2ccc(Br)cc2)cc1	True	Brc1ccc(Oc2ccc(Br)cc2)cc1	YAWIAFUBXXPJMQ-UHFFFAOYSA-N	YAWIAFUBXXPJMQ	True	True	CHEMBL1894292	True	Brc1ccc(Oc2ccc(Br)cc2)cc1	YAWIAFUBXXPJMQ-UHFFFAOYSA-N	YAWIAFUBXXPJMQ	True	True	CHEMBL1894292		True	Brc1ccc(Oc2ccc(Br)cc2)cc1	YAWIAFUBXXPJMQ-UHFFFAOYSA-N	YAWIAFUBXXPJMQ	True	True	CHEMBL1894292		True	Brc1ccc(Oc2ccc(Br)cc2)cc1	YAWIAFUBXXPJMQ-UHFFFAOYSA-N	YAWIAFUBXXPJMQ	True	True	CHEMBL1894292	
Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1	True	Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1	XYBSIYMGXVUVGY-UHFFFAOYSA-N	XYBSIYMGXVUVGY	True	True	CHEMBL229760	True	Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1	XYBSIYMGXVUVGY-UHFFFAOYSA-N	XYBSIYMGXVUVGY	True	True	CHEMBL229760		True	Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1	XYBSIYMGXVUVGY-UHFFFAOYSA-N	XYBSIYMGXVUVGY	True	True	CHEMBL229760		True	Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1	XYBSIYMGXVUVGY-UHFFFAOYSA-N	XYBSIYMGXVUVGY	True	True	CHEMBL229760	
Brc1ccc(Oc2ccccc2)cc1	True	Brc1ccc(Oc2ccccc2)cc1	JDUYPUMQALQRCN-UHFFFAOYSA-N	JDUYPUMQALQRCN	True	True	CHEMBL1873236	True	Brc1ccc(Oc2ccccc2)cc1	JDUYPUMQALQRCN-UHFFFAOYSA-N	JDUYPUMQALQRCN	True	True	CHEMBL1873236		True	Brc1ccc(Oc2ccccc2)cc1	JDUYPUMQALQRCN-UHFFFAOYSA-N	JDUYPUMQALQRCN	True	True	CHEMBL1873236		True	Brc1ccc(Oc2ccccc2)cc1	JDUYPUMQALQRCN-UHFFFAOYSA-N	JDUYPUMQALQRCN	True	True	CHEMBL1873236	
